Index,Season,Year,Name,Studio,Episodes,Episode Duration,Genres,Release Date,Source,Score
2371,summer,2006,Flag,The Answer Studio,13,24,"Military,Mecha",38884,Original,
2366,summer,2006,Gakuen Heaven: Hamu Hamu Heaven,,12,1,"Shounen Ai,School,Romance,Drama,Comedy",38905,Visual Novel,
2325,summer,2006,Gedo Senki,Studio Ghibli,1,115,"Magic,Fantasy,Adventure",38927,Novel,7.08
2322,summer,2006,Gintama,Sunrise,201,24,"Sci-Fi,Samurai,Parody,Historical,Comedy,Action",38902,Manga,8.59
2377,summer,2006,Glass no Kantai: La Legende du Vent de l'Univers,Gonzo,24,24,"Sci-Fi,Adventure",38903,Original,
2387,summer,2006,Gun-dou Musashi,ACC Production,26,24,"Samurai,Fantasy,Adventure",38900,Original,
2334,summer,2006,Hachimitsu to Clover II,J.C.Staff,12,23,"Slice of Life,Romance,Josei,Drama",38898,Manga,8.07
2389,summer,2006,Hanoka,,12,5,Sci-Fi,38937,Source Unknown,
2382,summer,2006,Harukanaru Toki no Naka de: Maihitoyo,,1,100,"Shoujo,Romance,Magic,Historical,Fantasy,Drama",38948,Source Unknown,
2318,summer,2006,Hellsing Ultimate,Graphinica,10,50,"Vampire,Supernatural,Seinen,Military,Horror,Action",38954,Manga,8.35
2323,summer,2006,Higurashi no Naku Koro ni,Studio Deen,26,24,"Dementia,Thriller,Supernatural,Psychological,Mystery,Horror",38903,Visual Novel,7.79
2350,summer,2006,Hoshizora Kiseki,CoMix Wave Films,1,,"Sci-Fi,Romance",38919,Source Unknown,
2364,summer,2006,Innocent Venus,Brain's Base,12,23,"Sci-Fi,Military,Mecha,Drama,Adventure",38925,Original,
2340,summer,2006,Inukami!,Seven Arcs,26,23,"Supernatural,Shounen,Romance,Ecchi,Comedy",38904,Light Novel,
2374,summer,2006,Iron Kid,Daewon Media,26,24,"Sci-Fi,Comedy,Adventure,Action",38899,Source Unknown,
2383,summer,2006,Kakutou Bijin Wulong: Rebirth,TMS Entertainment,25,25,"Shounen,School,Martial Arts,Comedy,Action",38900,Source Unknown,
2342,summer,2006,Kamisama Kazoku,Toei Animation,13,25,"Romance,Fantasy,Drama,Comedy",38904,Light Novel,
2355,summer,2006,Kemonozume,Madhouse,13,23,"Supernatural,Romance,Horror,Demons,Action",38935,Original,
2358,summer,2006,Keroro Gunsou Movie 1,Sunrise,1,60,"Shounen,Sci-Fi,Kids,Comedy",38954,Manga,
2336,summer,2006,Kiba,Madhouse,51,24,"Shounen,Fantasy,Adventure",38900,Original,
2361,summer,2006,Kikoushi Enma,Brain's Base,4,40,"Seinen,Magic,Horror,Fantasy,Ecchi,Demons",38953,Manga,
2348,summer,2006,Kishin Houkou Demonbane (TV),View Works,12,25,"Romance,Mecha,Magic,Harem,Ecchi,Action",38905,Visual Novel,
2399,summer,2006,Kishin Houkou Demonbane (TV) Specials,,2,6,"Supernatural,Sci-Fi,Mecha,Magic",38954,Game,
2375,summer,2006,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,,13,23,"Romance,Magic,Fantasy,Drama,Comedy,Adventure",38906,Source Unknown,
2347,summer,2006,Le Chevalier D'Eon,Production I.G,24,25,"Supernatural,Seinen,Mystery,Magic,Historical",38900,Original,
2378,summer,2006,Love Get Chu,Radix,25,24,"Romance,Comedy",38903,Visual Novel,
2357,summer,2006,Mamotte! Lollipop,,13,25,"Shoujo,Romance,Magic,Comedy,Adventure",38900,Manga,
2390,summer,2006,Masuda Kousuke Gekijou Gag Manga Biyori 2,Artland,12,5,Comedy,38934,Manga,
2343,summer,2006,Mobile Suit Gundam Seed C.E.73: Stargazer,Sunrise,3,15,"Space,Sci-Fi,Military,Mecha",38912,Source Unknown,
2393,summer,2006,Mori no Andou,,1,,Comedy,38899,Original,
2373,summer,2006,Muteki Kanban Musume,Telecom Animation Film,12,24,"Shounen,Parody,Martial Arts,Comedy,Action",38903,Manga,
2330,summer,2006,Nana,Madhouse,47,23,"Slice of Life,Shoujo,Romance,Music,Drama,Comedy",38904,Manga,8.09
2313,summer,2006,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,Studio Pierrot,1,90,"Adventure,Action",38934,Manga,7.2
2324,summer,2006,NHK ni Youkoso!,Gonzo,24,24,"Romance,Psychological,Drama,Comedy",38908,Novel,8.26
2362,summer,2006,Night Head Genesis,Bee Media,24,24,"Supernatural,Sci-Fi,Psychological,Mystery,Drama",38928,Manga,
2335,summer,2006,Oban Star-Racers,Hal Film Maker,26,25,"Shounen,Sci-Fi,Mecha,Adventure",38899,Original,
2320,summer,2006,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,Toei Animation,1,95,"Shounen,Fantasy,Comedy,Adventure",38919,Manga,7.39
2385,summer,2006,Otogi Juushi Akazukin,Madhouse,39,24,"Fantasy,Comedy,Adventure",38899,Original,
2315,summer,2006,Ouran Koukou Host Club,Bones,26,23,"Shoujo,School,Romance,Harem,Comedy",38903,Manga,8.08
2395,summer,2006,Pinky Street,Gonzo,2,13,"Slice of Life,Comedy",38924,Other,
2316,summer,2006,Pocket Monsters Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,OLM,1,105,"Kids,Fantasy,Drama,Adventure,Action",38913,Game,7.13
2346,summer,2006,Pokemon: Pikachu no Wanpaku Island,OLM,1,,"Kids,Fantasy,Comedy,Adventure",38930,Game,
2351,summer,2006,Princess Princess Specials,Studio Deen,12,1,"Shoujo,School,Comedy",38917,Manga,
2388,summer,2006,Project BLUE Chikyuu SOS,ACGT,6,45,"Shounen,Sci-Fi,Comedy,Adventure",38900,Source Unknown,
2332,summer,2006,Rec: Yurusarezarumono,Shaft,1,,"Romance,Drama,Comedy",38898,Source Unknown,
2359,summer,2006,Renkin San-kyuu Magical? Pokaan Specials,Remic,3,14,"Vampire,Parody,Magic,Ecchi,Comedy",38891,Original,
2341,summer,2006,Saiunkoku Monogatari,Madhouse,39,25,"Romance,Historical,Fantasy,Drama,Comedy,Adventure",38899,Light Novel,
2369,summer,2006,Sky Girls OVA,J.C.Staff,1,,"Sci-Fi,Military,Mecha",38954,Source Unknown,
2376,summer,2006,Solty Rei Special,Gonzo,1,,"Drama,Comedy",38924,Original,
2394,summer,2006,Soul Link Picture Drama,,3,4,"Sci-Fi,Romance",38919,Visual Novel,
2381,summer,2006,Soul Link Special,,1,,"Sci-Fi,Romance,Military,Ecchi,Comedy,Adventure",38879,Visual Novel,
2372,summer,2006,Spider Riders: Oracle no Yuusha-tachi,Bee Train,26,23,"Mecha,Adventure,Action",38903,Novel,
2400,summer,2006,Stratos 4: Logbook,,1,,"Sci-Fi,Ecchi,Action",38955,Source Unknown,
2319,summer,2006,Suzumiya Haruhi no Yuuutsu,KyoAni,14,23,"Slice of Life,Sci-Fi,School,Parody,Mystery,Comedy",38901,Light Novel,7.71
2356,summer,2006,Sweat Punch,Studio 4°C,5,11,"Mecha,Historical,Fantasy,Action",38899,Source Unknown,
2379,summer,2006,Taneyamagahara no Yoru,Studio Ghibli,1,,"Slice of Life,Psychological,Kids,Fantasy",38905,Other,
2365,summer,2006,The Third: Aoi Hitomi no Shoujo,Xebec,24,23,"Seinen,Sci-Fi,Adventure,Action",38905,Light Novel,
2317,summer,2006,Toki wo Kakeru Shoujo,Madhouse,1,98,"Sci-Fi,Romance,Drama,Adventure",38913,Novel,8.05
2338,summer,2006,Tonagura!,Daume,13,24,"School,Romance,Ecchi,Drama,Comedy",38907,Manga,6.93
2326,summer,2006,Tsubasa Chronicle 2nd Season,Bee Train,26,25,"Romance,Mystery,Fantasy,Drama,Adventure,Action",38899,Manga,7.78
2352,summer,2006,Tsuyokiss,Studio Hibari,12,24,"Slice of Life,School,Romance,Comedy",38900,Visual Novel,
2367,summer,2006,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,TNK,2,24,"Sci-Fi,Romance,Comedy",38919,Manga,
2327,summer,2006,Utawarerumono,OLM,26,23,"Sci-Fi,Fantasy,Drama,Action",38902,Visual Novel,7.9
2333,summer,2006,Utawarerumono Specials,OLM,6,11,"Fantasy,Drama,Comedy,Action",38952,Source Unknown,
2391,summer,2006,Wan Wan Celepoo Soreyuke! Tetsunoshin,Comet,51,23,"Kids,Fantasy,Comedy",38906,Original,
2328,summer,2006,xxxHOLiC,Production I.G,24,24,"Supernatural,Psychological,Mystery,Drama,Comedy",38905,Manga,7.88
2392,summer,2006,Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,J.C.Staff,1,,"Seinen,Military,Drama",38885,Original,
2396,summer,2006,Yoshinaga-san'chi no Gargoyle Specials,Studio Hibari,5,4,"Fantasy,Comedy,Adventure",38926,Source Unknown,
2398,summer,2006,You Shoumei Bijutsukan Line,Toei Animation,1,,Fantasy,38930,Source Unknown,
2368,summer,2006,Zegapain,Sunrise,26,23,"Sci-Fi,Romance,Mecha,Action",38904,Original,
2314,summer,2006,Zero no Tsukaima,J.C.Staff,13,23,"Harem,Fantasy,Ecchi,Comedy,Adventure,Action",38901,Light Novel,7.32
2208,winter,2006,2005-nen Uchuu no Tabi,,1,,"Dementia,Space,Sci-Fi",38717,Source Unknown,
2140,winter,2006,Aa! Megami-sama! (TV) Specials,,3,24,"Supernatural,Seinen,Romance,Magic,Comedy",38709,Manga,
2133,winter,2006,Amaenaide yo!! Katsu!!,Studio Deen,12,24,"Supernatural,Romance,Harem,Ecchi,Comedy",38721,Manga,7.16
2146,winter,2006,Amaenaide yo!!: Yasumanaide yo!!,Studio Deen,1,,"Supernatural,Romance,Ecchi,Comedy",38707,Source Unknown,
2184,winter,2006,Angel Heart,TMS Entertainment,50,23,"Seinen,Romance,Mystery,Drama,Action",38727,Manga,
2162,winter,2006,Arashi no Yoru ni,Group TAC,1,107,"Fantasy,Drama,Comedy,Adventure",38696,Book,
2211,winter,2006,Aru Tabibito no Nikki Specials,,3,4,"Fantasy,Adventure",38759,Original,
2167,winter,2006,Ayakashi: Japanese Classic Horror,Toei Animation,11,23,"Horror,Historical,Fantasy",38730,Other,
2186,winter,2006,Binchou-tan,Studio Deen,12,12,"Slice of Life,Comedy",38750,Manga,
2121,winter,2006,Black Cat,Gonzo,24,24,"Superpower,Shounen,Sci-Fi,Comedy,Adventure",38730,Manga,7.28
2207,winter,2006,Black Jack: Dr. Pinoko no Mori no Bouken,,1,,Comedy,38703,Source Unknown,
2196,winter,2006,Black Jack: Futari no Kuroi Isha,Tezuka Productions,1,93,Drama,38703,Source Unknown,
2124,winter,2006,Blood+,Production I.G,50,24,"Supernatural,Mystery,Military,Horror,Drama,Action",38724,Original,7.53
2173,winter,2006,Bouken Ou Beet Excellion,Toei Animation,25,24,"Supernatural,Shounen,Fantasy,Adventure",38722,Manga,
2163,winter,2006,Canvas 2: Niji-iro no Sketch,Zexcs,24,24,"Slice of Life,Romance,Drama,Comedy",38726,Visual Novel,
2168,winter,2006,Capeta,Comet,52,23,"Sports,Shounen,Cars",38719,Manga,
2181,winter,2006,Cluster Edge,Sunrise,25,24,"Sci-Fi,Military,Fantasy,Action",38728,Original,
2190,winter,2006,D.I.C.E.,Xebec,40,25,"Shounen,Sci-Fi,Mecha,Kids,Adventure,Action",38727,Source Unknown,
2119,winter,2006,Detective Conan Movie 09: Strategy Above the Depths,TMS Entertainment,1,110,"Shounen,Police,Mystery,Comedy,Adventure",38700,Manga,7.7
2139,winter,2006,Detective Conan Movie 10: Promo Special,TMS Entertainment,1,,"Shounen,Police,Mystery,Comedy,Adventure",38718,Source Unknown,
2129,winter,2006,Ergo Proxy,Manglobe,23,25,"Sci-Fi,Psychological,Mystery",38773,Original,7.9
2156,winter,2006,Eureka Seven: Navigation ray=out,Bones,1,,"Sci-Fi,Mecha",38746,Original,
2115,winter,2006,Fate/stay night,Studio Deen,24,24,"Supernatural,Romance,Magic,Fantasy,Action",38724,Visual Novel,7.25
2114,winter,2006,Fullmetal Alchemist: The Conqueror of Shamballa,Bones,1,105,"Shounen,Military,Historical,Fantasy,Drama,Comedy",38742,Manga,7.3
2204,winter,2006,Funny Pets,,12,6,Comedy,38728,Source Unknown,
2177,winter,2006,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,Toei Animation,1,71,"Shoujo,Magic,Fantasy,Comedy",38696,Original,
2174,winter,2006,Futari wa Precure: Splash☆Star,Toei Animation,49,24,"Shoujo,Magic,Fantasy,Comedy,Action",38753,Original,
2197,winter,2006,Gaiking: Legend of Daiku-Maryu,Toei Animation,39,25,"Sci-Fi,Mecha,Action",38731,Source Unknown,
2141,winter,2006,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,Production I.G,1,161,"Sci-Fi,Mecha,Action",38744,Source Unknown,
2166,winter,2006,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi,Production I.G,1,,"Sci-Fi,Mecha,Comedy",38744,Source Unknown,
2191,winter,2006,Ginga Densetsu Weed,Studio Deen,26,24,"Shounen,Drama,Adventure",38722,Source Unknown,
2138,winter,2006,Giniro no Kami no Agito,Gonzo,1,95,"Sci-Fi,Romance,Fantasy,Drama,Adventure",38724,Original,7.1
2187,winter,2006,Ginyuu Mokushiroku Meine Liebe Wieder,Bee Train,13,24,"Historical,Drama",38739,Visual Novel,
2142,winter,2006,Hachimitsu to Clover Specials,J.C.Staff,2,22,"Slice of Life,Romance,Josei,Drama,Comedy",38709,Manga,
2143,winter,2006,Hanbun no Tsuki ga Noboru Sora,Group TAC,6,24,"Romance,Drama,Comedy",38730,Light Novel,7.52
2199,winter,2006,Harukanaru Toki no Naka de: Hachiyou Shou OVA,,2,21,"Supernatural,Shoujo,Historical,Fantasy,Demons,Comedy",38709,Source Unknown,
2136,winter,2006,Hellsing I: Digest for Freaks,Madhouse,1,,"Superpower,Supernatural,Seinen,Military,Horror,Action",38739,Manga,
2117,winter,2006,Hellsing Ultimate,Graphinica,10,50,"Vampire,Supernatural,Seinen,Military,Horror,Action",38758,Manga,8.35
2193,winter,2006,Hoshi wo Katta Hi,Studio Ghibli,1,,"Sci-Fi,Kids",38720,Original,
2147,winter,2006,Ichigo 100% Special 2,,1,,"Shounen,Romance,Ecchi,Comedy",38704,Source Unknown,
2161,winter,2006,Idaten Jump,Production I.G,52,20,"Sports,School,Game",38724,Manga,
2170,winter,2006,IGPX: Immortal Grand Prix (2005),Production I.G,26,23,"Sports,Shounen,Sci-Fi,Mecha,Drama",38729,Original,
2175,winter,2006,Irregular Hunter X: The Day of Sigma,Xebec,1,,"Shounen,Sci-Fi,Mecha,Action",38701,Source Unknown,
2152,winter,2006,I''s Pure,Arms,6,27,"School,Romance,Ecchi,Drama,Comedy",38695,Manga,
2171,winter,2006,I''s Pure Bonus,Studio Pierrot,5,1,"Romance,Ecchi,Comedy",38704,Manga,
2157,winter,2006,Itsudatte My Santa!,TNK,2,28,"Shounen,Romance,Fantasy,Ecchi,Comedy",38693,Source Unknown,
2127,winter,2006,Jigoku Shoujo,Studio Deen,26,25,"Supernatural,Psychological,Mystery,Horror",38721,Original,7.44
2195,winter,2006,Jinki:Extend OVA,,1,,"Sci-Fi,Mecha",38770,Source Unknown,
2159,winter,2006,Kage kara Mamoru!,Group TAC,12,24,"Shounen,Romance,Comedy",38725,Light Novel,
2198,winter,2006,Kagi Hime Monogatari: Eikyuu Alice Rondo,Picture Magic,13,24,"Magic,Fantasy",38721,Manga,
2164,winter,2006,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,Gonzo,1,,"Shoujo,Drama,Comedy",38697,Original,
2160,winter,2006,Kamichu! Specials,Brain's Base,4,26,"Supernatural,Slice of Life,Drama,Comedy",38742,Source Unknown,
2122,winter,2006,Karin,J.C.Staff,24,23,"Vampire,Shounen,School,Romance,Comedy",38723,Manga,7.02
2149,winter,2006,Kashimashi: Girl Meets Girl,Studio Hibari,12,24,"Slice of Life,Shoujo Ai,School,Romance,Drama,Comedy",38729,Manga,
2169,winter,2006,King of Fighters: Another Day,Production I.G,4,10,"Shounen,Drama,Adventure",38688,Source Unknown,
2194,winter,2006,Kinnikuman II Sei: Ultimate Muscle 2,Toei Animation,13,24,"Sports,Shounen,Sci-Fi,Martial Arts,Comedy,Action",38721,Manga,
2210,winter,2006,Kirameki☆Project,Studio Fantasia,5,30,"Sci-Fi,Mecha,Ecchi,Comedy",38753,Source Unknown,
2182,winter,2006,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,Toei Animation,1,,"Supernatural,Shounen,Magic,Comedy,Adventure",38718,Source Unknown,
2178,winter,2006,Kyoushoku Soukou Guyver (1989),,6,29,"Superpower,Sci-Fi,Horror,Action",38724,Source Unknown,
2172,winter,2006,Kyoushoku Soukou Guyver (2005),OLM,26,23,"Shounen,Sci-Fi,Adventure",38724,Manga,
2185,winter,2006,Lemon Angel Project,Radix,13,24,"Music,Drama",38724,Other,
2144,winter,2006,Magikano,Tokyo Kids,13,24,"Shounen,Romance,Magic,Harem,Fantasy,Comedy",38718,Manga,
2145,winter,2006,Mai-Otome,Sunrise,26,24,"Magic,Fantasy,Drama,Comedy",38723,Original,
2176,winter,2006,Mai-Otome Specials,Sunrise,9,3,"Magic,Fantasy,Drama,Comedy",38744,Source Unknown,
2134,winter,2006,Major S2,Studio Hibari,26,25,"Sports,Shounen,Drama,Comedy",38724,Manga,7.93
2179,winter,2006,Makai Senki Disgaea: Welcome to Netherworld,,1,,"Magic,Fantasy,Demons,Comedy,Action",38771,Source Unknown,
2192,winter,2006,Mizugumo Monmon,Studio Ghibli,1,,"Romance,Kids,Fantasy",38720,Original,
2154,winter,2006,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,Sunrise,1,,"Space,Sci-Fi,Military,Mecha,Drama",38711,Original,
2125,winter,2006,Mushishi,Artland,26,25,"Slice of Life,Seinen,Mystery,Historical,Fantasy,Adventure",38725,Manga,8.58
2116,winter,2006,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,Studio Pierrot,1,,"Shounen,Game,Comedy,Adventure",38708,Game,6.88
2202,winter,2006,Nerima Daikon Brothers,Studio Hibari,12,24,"Music,Comedy",38727,Source Unknown,
2155,winter,2006,Noein: Mou Hitori no Kimi e,Satelight,24,25,"Slice of Life,Sci-Fi,Drama,Adventure",38728,Original,
2123,winter,2006,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,Toei Animation,1,,"Shounen,Fantasy,Comedy,Adventure",38704,Manga,
2137,winter,2006,Pale Cocoon,Studio Rikka,1,,"Sci-Fi,Drama",38696,Original,7.32
2200,winter,2006,Papillon Rose,,6,25,"Parody,Magic,Ecchi,Comedy",38757,Source Unknown,
2113,winter,2006,Pocket Monsters Advanced Generation: Mew to Hadou no Yuusha Lucario,OLM,1,100,"Kids,Fantasy,Drama,Adventure,Action",38708,Game,7.45
2203,winter,2006,Rakugo Tennyo Oyui,,12,24,"Historical,Comedy",38722,Source Unknown,
2206,winter,2006,Rean no Tsubasa,Sunrise,6,24,"Sci-Fi,Mecha,Fantasy",38702,Novel,
2132,winter,2006,Rec,Shaft,9,13,"Seinen,Romance,Drama,Comedy",38751,Manga,7.21
2189,winter,2006,Saint Beast: Ikusen no Hiru to Yoru-hen,Madhouse,2,25,"Magic,Fantasy",38703,Source Unknown,
2135,winter,2006,Saint Seiya: Meiou Hades Meikai-hen,Toei Animation,12,25,"Shounen,Sci-Fi,Fantasy,Demons,Adventure,Action",38703,Source Unknown,
2126,winter,2006,School Rumble Ichi Gakki Hoshuu,Comet,2,25,"Shounen,School,Romance,Comedy",38708,Source Unknown,
2118,winter,2006,Shakugan no Shana,J.C.Staff,24,24,"Supernatural,School,Romance,Fantasy,Drama,Action",38722,Light Novel,7.46
2128,winter,2006,Shakugan no Shana Specials,J.C.Staff,4,6,"Parody,Comedy",38742,Source Unknown,
2148,winter,2006,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,J.C.Staff,8,4,"Supernatural,Fantasy,Comedy",38742,Source Unknown,
2120,winter,2006,Shuffle!,Asread,24,23,"Magic,Harem,Fantasy,Ecchi,Drama,Comedy",38723,Visual Novel,7.02
2158,winter,2006,Solty Rei,Gonzo,24,23,"Superpower,Sci-Fi,Action",38730,Original,
2151,winter,2006,Soukyuu no Fafner: Right of Left - Single Program,Production I.G,1,,"Sci-Fi,Military,Mecha,Drama,Action",38716,Original,
2165,winter,2006,Sugar Sugar Rune,Studio Pierrot,51,24,"Shoujo,Magic,Fantasy",38724,Manga,
2180,winter,2006,Tactical Roar,Actas,13,25,"Sci-Fi,Romance,Military,Comedy",38725,Source Unknown,
2209,winter,2006,To Heart: Remember My Memories Specials,AIC A.S.T.A.,7,3,"Superpower,Sci-Fi,Samurai,Parody,Martial Arts,Comedy",38743,Source Unknown,
2153,winter,2006,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Madhouse,26,23,"Thriller,Seinen,Psychological,Game",38721,Manga,7.58
2131,winter,2006,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Production I.G,1,,"Shounen,Fantasy,Drama,Adventure,Action",38773,Source Unknown,
2150,winter,2006,Tsukuyomi: Moon Phase Special,Shaft,1,,"Dementia,Slice of Life,Comedy",38770,Manga,
2201,winter,2006,Usavich,Kanaban Graphics,13,1,"Comedy,Adventure",38718,Original,
2205,winter,2006,Wan Wan Celepoo Soreyuke! Tetsunoshin,Comet,51,23,"Kids,Fantasy,Comedy",38724,Original,
2130,winter,2006,xxxHOLiC Movie: Manatsu no Yoru no Yume,Production I.G,1,60,"Supernatural,Psychological,Mystery,Drama,Comedy",38773,Manga,
2188,winter,2006,Yadosagashi,Studio Ghibli,1,,"Slice of Life,Kids,Fantasy,Adventure",38720,Original,
2183,winter,2006,Yomigaeru Sora: Rescue Wings,J.C.Staff,12,23,"Seinen,Military,Drama",38726,Original,
2518,spring,2007,AIKa R-16: Virgin Mission,Studio Fantasia,3,25,"Ecchi,Comedy,Action",39197,Source Unknown,
2501,spring,2007,Air Gear Special,Toei Animation,1,,"Sports,Shounen",39162,Source Unknown,7.34
2572,spring,2007,Asience: Kami wa Onna no Inochi,Production I.G,1,,"Samurai,Historical",39114,Source Unknown,
2541,spring,2007,Bakumatsu Kikansetsu Irohanihoheto,Sunrise,26,24,"Samurai,Historical,Drama,Action",39178,Original,
2526,spring,2007,Bakuretsu Tenshi: Infinity,Gonzo,1,,"Shounen,Sci-Fi,Mecha,Comedy,Action",39164,Original,
2551,spring,2007,Bakuretsu Tenshi: Infinity Special,Gonzo,1,,"Sci-Fi,Mecha,Action",39164,Original,
2540,spring,2007,Baldr Force Exe Resolution,Satelight,4,30,"Sci-Fi,Mecha,Drama,Action",39176,Visual Novel,
2574,spring,2007,Black Jack: Karte NG Extras,,1,,Comedy,39176,Source Unknown,
2506,spring,2007,Blue Dragon,Studio Pierrot,51,25,"Supernatural,Fantasy,Comedy,Adventure",39179,Game,7
2516,spring,2007,Bokurano,Gonzo,24,23,"Seinen,Sci-Fi,Psychological,Mecha,Drama",39181,Manga,7.62
2483,spring,2007,Byousoku 5 Centimeter,CoMix Wave Films,3,22,"Sci-Fi,Romance,Drama",39144,Original,7.53
2495,spring,2007,Claymore,Madhouse,26,23,"Supernatural,Shounen,Fantasy,Demons,Adventure,Action",39176,Manga,7.52
2555,spring,2007,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,,1,105,"School,Kids,Ecchi,Comedy",39193,Source Unknown,
2496,spring,2007,D.Gray-man,TMS Entertainment,103,23,"Superpower,Shounen,Demons,Comedy,Adventure,Action",39175,Manga,7.96
2570,spring,2007,Dae Jang Geum: Jang Geum's Dream 2,,26,24,"Historical,Comedy,Adventure",39155,Other,
2488,spring,2007,Darker than Black: Kuro no Keiyakusha,Bones,25,24,"Superpower,Sci-Fi,Mystery,Action",39178,Original,7.97
2480,spring,2007,Death Note,Madhouse,37,23,"Thriller,Supernatural,Shounen,Psychological,Police,Mystery",39176,Manga,8.71
2549,spring,2007,Dengeki Bunko 2007 Movie Festival Special,,1,,Comedy,39193,Source Unknown,
2521,spring,2007,Dennou Coil,Madhouse,26,25,"Sci-Fi,Mystery,Drama,Comedy,Adventure",39214,Original,7.97
2491,spring,2007,Detective Conan Movie 11: Konpeki no Jolly Roger,TMS Entertainment,1,107,"Shounen,Police,Mystery,Comedy,Adventure",39193,Manga,7.52
2509,spring,2007,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,TMS Entertainment,1,,"Shounen,Police,Mystery,Comedy,Adventure",39154,Manga,
2533,spring,2007,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Shin-Ei Animation,1,115,"Fantasy,Comedy,Adventure",39151,Source Unknown,
2562,spring,2007,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Toei Animation,1,,"Shounen,Sci-Fi,Comedy",39144,Source Unknown,
2539,spring,2007,Eikoku Koi Monogatari Emma: Molders-hen,Ajia-do,12,25,"Slice of Life,Seinen,Romance,Historical,Drama",39189,Manga,
2535,spring,2007,El Cazador de la Bruja,Bee Train,26,24,"Mystery,Drama,Adventure",39175,Original,
