Index,Anime Index,Genre
14334,1923,Original Work
14335,1924,Adventure
14336,1924,Comedy
14337,1924,Fantasy
14338,1924,Magic
14339,1924,Medieval
14340,1924,Based on a Light Novel
14341,1925,Ecchi
14342,1925,Seinen
14343,1925,Psychological
14344,1925,Split Personality
14345,1925,Superpowers
14346,1925,Based on a Manga
14347,1926,Drama
14348,1926,Sci Fi
14349,1926,Astronauts
14350,1926,Aviation
14351,1926,Military
14352,1926,Political
14353,1926,Original Work
14354,1927,Action
14355,1927,Drama
14356,1927,Shounen
14357,1927,Guns
14358,1927,Based on a Manga
14359,1928,Action
14360,1928,Mecha
14361,1928,Sci Fi
14362,1928,Seinen
14363,1928,Military
14364,1928,Psychological
14365,1928,War
14366,1928,Based on a Manga
14367,1929,Comedy
14368,1929,Drama
14369,1929,Shounen
14370,1929,Sports
14371,1929,School Life
14372,1929,Soccer
14373,1929,Tournaments
14374,1929,Based on a Manga
14375,1930,Action
14376,1930,Adventure
14377,1930,Ecchi
14378,1930,Fantasy
14379,1930,Harem
14380,1930,Romance
14381,1930,Political
14382,1930,Swordplay
14383,1930,War
14384,1930,Based on a Light Novel
14385,1931,Adventure
14386,1931,Fantasy
14387,1931,Dragon Quest
14388,1931,Based on a Manga
14389,1932,Comedy
14390,1932,Drama
14391,1932,Ecchi
14392,1932,Romance
14393,1932,Shounen
14394,1932,School Life
14395,1932,Based on a Manga
14396,1933,Ecchi
14397,1933,Magic
14398,1933,Military
14399,1933,Panty Shots
14400,1933,Original Work
14401,1934,Drama
14402,1934,Anime Tamago
14403,1934,Psychological
14404,1934,School Life
14405,1934,Supernatural
14406,1934,Original Work
14407,1935,Action
14408,1935,Mecha
14409,1935,Mystery
14410,1935,Sci Fi
14411,1935,Conspiracy
14412,1935,Human Experimentation
14413,1935,Military
14414,1935,Real Robot
14415,1935,War
14416,1935,Original Work
14417,1936,Action
14418,1936,Horror
14419,1936,Demons
14420,1936,Supernatural
14421,1936,Superpowers
14422,1936,Based on a Video Game
14423,1937,Comedy
14424,1937,Fantasy
14425,1937,Harem
14426,1937,Contemporary Fantasy
14427,1937,Demon King
14428,1937,Isekai
14429,1937,Lifestyle Change
14430,1937,Medieval
14431,1937,Non-Human Protagonists
14432,1937,Person in a Strange World
14433,1937,Royalty
14434,1937,Summoned Into Another World
14435,1937,Based on a Light Novel
14436,1938,Comedy
14437,1938,Shounen
14438,1938,Slice of Life
14439,1938,Androids
14440,1938,Gag
14441,1938,Robots
14442,1938,School Life
14443,1938,Based on a Manga
14444,1939,Action
14445,1939,Sci Fi
14446,1939,Shounen
14447,1939,Outer Space
14448,1939,Political
14449,1939,Swordplay
14450,1939,War
14451,1939,Based on a Manga
14452,1940,Comedy
14453,1940,Romance
14454,1940,Shounen
14455,1940,Slice of Life
14456,1940,Animeism
14457,1940,Romantic Comedy
14458,1940,School Club
14459,1940,School Life
14460,1940,Short Episodes
14461,1940,Based on a 4-Koma Manga
14462,1940,Based on a Manga
14463,1941,Action
14464,1941,Sci Fi
14465,1941,Shounen
14466,1941,Monsters
14467,1941,Based on a Manga
14468,1942,Comedy
14469,1942,Romance
14470,1942,Otaku Culture
14471,1942,Based on a Light Novel
14472,1943,Mystery
14473,1943,Shounen
14474,1943,Age Transformation
14475,1943,Detectives
14476,1943,Kidnapping
14477,1943,Based on a Manga
14478,1944,Action
14479,1944,Comedy
14480,1944,Fantasy
14481,1944,Shounen
14482,1944,Crossover
14483,1944,Magic
14484,1944,Based on a Manga
14485,1945,Adventure
14486,1945,Fantasy
14487,1945,Shounen
14488,1945,Based on a Manga
14489,1946,Comedy
14490,1946,Slice of Life
14491,1946,School Life
14492,1946,Short Episodes
14493,1946,Siblings
14494,1946,Based on a Manga
14495,1947,Drama
14496,1947,Sci Fi
14497,1947,Slice of Life
14498,1947,Amnesia
14499,1947,Androids
14500,1947,Music
14501,1947,Non-Human Protagonists
14502,1947,Robots
14503,1947,Shorts
14504,1947,Original Work
14505,1948,Action
14506,1948,Comedy
14507,1948,Shounen
14508,1948,Delinquents
14509,1948,Demons
14510,1948,Superpowers
14511,1948,Based on a Manga
14512,1949,Comedy
14513,1949,Shounen
14514,1949,Music
14515,1949,School Club
14516,1949,School Life
14517,1949,Based on a Manga
14518,1950,Abstract
14519,1951,Action
14520,1951,Horror
14521,1951,Sci Fi
14522,1951,Europe
14523,1951,War
14524,1951,Zombies
14525,1951,Based on a Video Game
14526,1951,CG Animation
14527,1952,Comedy
14528,1952,Ecchi
14529,1952,Romance
14530,1952,Otaku Culture
14531,1952,School Life
14532,1952,Based on a Light Novel
14533,1953,Comedy
14534,1953,Shounen
14535,1953,Body Swapping
14536,1953,Gender Bender
14537,1953,Promotional
14538,1953,School Life
14539,1953,Shorts
14540,1953,Supernatural
14541,1953,Witches
14542,1953,Based on a Manga
14543,1954,Mystery
14544,1954,Detectives
14545,1954,Noir
14546,1954,noitaminA
14547,1954,Supernatural
14548,1954,Based on a Novel
14549,1955,Action
14550,1955,Mystery
14551,1955,Sci Fi
14552,1955,Insects
14553,1955,Pandemic
14554,1955,Post-apocalyptic
14555,1955,Based on a Light Novel
14556,1956,Action
14557,1956,Drama
14558,1956,Reverse Harem
14559,1956,Feudal Japan
14560,1956,Historical
14561,1956,Samurai
14562,1956,Based on an Otome Game
14563,1956,Based on a Visual Novel
14564,1957,Action
14565,1957,Fantasy
14566,1957,Shoujo
14567,1957,Supernatural
14568,1957,Based on a Manga
14569,1958,Comedy
14570,1958,Slice of Life
14571,1958,Animal Protagonists
14572,1958,Cats
14573,1958,Family Friendly
14574,1958,Non-Human Protagonists
14575,1959,Mystery
14576,1959,Animeism
14577,1959,Battle Royale
14578,1959,High Stakes Games
14579,1959,Play or Die
14580,1959,Psychological
14581,1959,PVP
14582,1959,Based on a Video Game
14583,1960,Action
14584,1960,Library
14585,1960,Military
14586,1960,Based on a Light Novel
14587,1961,Comedy
14588,1961,Seinen
14589,1961,Based on a Manga
14590,1962,Action
14591,1962,Comedy
14592,1962,Shounen
14593,1962,Crossdressing
14594,1962,Guns
14595,1962,Tournaments
14596,1962,Based on a Manga
14597,1963,Adventure
14598,1963,19th Century
14599,1963,America
14600,1963,Racing
14601,1963,Tournaments
14602,1963,Original Work
14603,1964,Action
14604,1964,Drama
14605,1964,Feudal Japan
14606,1964,Historical
14607,1964,Samurai
14608,1964,Based on an Otome Game
14609,1964,Based on a Visual Novel
14610,1965,Sci Fi
14611,1965,Leijiverse
14612,1966,Horror
14613,1966,Deal with the Devil
14614,1966,Episodic
14615,1966,Melancholy
14616,1966,Supernatural
14617,1966,Youkai
14618,1966,Original Work
14619,1967,Adventure
14620,1967,Fantasy
14621,1967,Animal Protagonists
14622,1967,Cats
14623,1967,Contemporary Fantasy
14624,1967,Countryside
14625,1967,Family Friendly
14626,1967,Ghibli Museum Shorts
14627,1967,Non-Human Protagonists
14628,1967,Shorts
14629,1968,Comedy
14630,1968,Romance
14631,1968,Shounen
14632,1968,School Life
14633,1968,Based on a 4-Koma Manga
14634,1968,Based on a Manga
14635,1969,Fantasy
14636,1969,Romance
14637,1969,Shounen
14638,1969,Animal Characteristics
14639,1969,Demons
14640,1969,Feudal Japan
14641,1969,Non-Human Protagonists
14642,1969,Person in a Strange World
14643,1969,Based on a Manga
14644,1970,Action
14645,1970,Sci Fi
14646,1970,Seinen
14647,1970,Cyberpunk
14648,1970,Cyborgs
14649,1970,Police
14650,1970,Post-apocalyptic
14651,1970,Terrorism
14652,1970,Based on a Manga
14653,1970,CG Animation
14654,1971,Drama
14655,1971,No Dialogue
14656,1971,Shorts
14657,1971,Work Life
14658,1971,Original Work
14659,1972,Action
14660,1972,Sci Fi
14661,1972,Cyberpunk
14662,1972,Cyborgs
14663,1972,Hacking
14664,1972,Police
14665,1972,Based on a Manga
14666,1972,CG Animation
14667,1973,Fantasy
14668,1973,Reverse Harem
14669,1973,Art
14670,1973,Art School
14671,1973,Idols
14672,1973,Magic
14673,1973,Magic School
14674,1973,School Life
14675,1973,Showbiz
14676,1973,Original Work
14677,1974,19th Century
14678,1974,Historical
14679,1975,Action
14680,1975,Sci Fi
14681,1975,Shounen
14682,1975,Family Friendly
14683,1975,Monsters
14684,1976,Action
14685,1976,Shounen
14686,1976,Desert
14687,1976,Dystopia
14688,1976,Hand to Hand Combat
14689,1976,Martial Arts
14690,1976,Overpowered Main Characters
14691,1976,Post-apocalyptic
14692,1976,Based on a Manga
14693,1977,Based on a Doujinshi
14694,1978,Drama
14695,1978,Seinen
14696,1978,Slice of Life
14697,1978,19th Century
14698,1978,Historical
14699,1978,Based on a Manga
14700,1979,Action
14701,1979,Fantasy
14702,1979,Harem
14703,1979,Demons
14704,1979,Island
14705,1979,Magic
14706,1979,Urban Fantasy
14707,1979,Vampires
14708,1979,Based on a Light Novel
14709,1980,Comedy
14710,1980,Ecchi
14711,1980,Harem
14712,1980,Parody
14713,1980,School Life
14714,1980,Student Council
14715,1980,Based on a Light Novel
14716,1981,Seinen
14717,1981,Chibi
14718,1981,Idols
14719,1981,Music
14720,1981,Showbiz
14721,1981,Based on a Manga
14722,1982,Fantasy
14723,1982,Animal Protagonists
14724,1982,Family Friendly
14725,1982,Hamsters
14726,1982,Magic
14727,1982,Non-Human Protagonists
14728,1982,Shorts
14729,1983,Drama
14730,1984,Comedy
14731,1984,Seinen
14732,1984,Guns
14733,1984,Parody
14734,1984,School Life
14735,1984,Based on a Manga
14736,1985,Action
14737,1985,Comedy
14738,1985,Criminals
14739,1985,Island
14740,1985,Thieves
14741,1986,Drama
14742,1986,Romance
14743,1986,Seinen
14744,1986,Childhood Friends
14745,1986,School Life
14746,1986,Based on a Visual Novel
14747,1987,Dancing
14748,1987,Idols
14749,1988,Action
14750,1988,Adventure
14751,1988,Comedy
14752,1988,Fantasy
14753,1988,Shounen
14754,1988,Pirates
14755,1988,Superpowers
14756,1988,Based on a Manga
14757,1989,Action
14758,1989,Shounen
14759,1989,Desert
14760,1989,Dystopia
14761,1989,Hand to Hand Combat
14762,1989,Martial Arts
14763,1989,Overpowered Main Characters
14764,1989,Post-apocalyptic
14765,1989,Based on a Manga
14766,1990,Action
14767,1990,Shounen
14768,1990,Aliens
14769,1990,Hand to Hand Combat
14770,1990,Martial Arts
14771,1990,Non-Human Protagonists
14772,1990,Superpowers
14773,1990,Based on a Manga
14774,1991,Comedy
14775,1991,Romance
14776,1991,Shounen
14777,1991,Episodic
14778,1991,Love Triangle
14779,1991,Psychic Powers
14780,1991,School Life
14781,1991,Supernatural
14782,1991,Unrequited Love
14783,1991,Based on a Manga
14784,1992,Comedy
14785,1992,Shounen
14786,1992,Chibi
14787,1992,Parody
14788,1992,Pirates
14789,1992,Based on a Manga
14790,1993,Comedy
14791,1993,Shounen
14792,1993,Sports
14793,1993,Basketball
14794,1993,Recap
14795,1994,Idols
14796,1994,Music
14797,1994,School Club
14798,1994,School Life
14799,1995,BL
14800,1995,Comedy
14801,1995,Shounen-ai
14802,1995,Romantic Comedy
14803,1995,Based on a Manga
14804,1996,Drama
14805,1996,Romance
14806,1996,Episodic
14807,1996,School Life
14808,1996,Based on a Light Novel
14809,1997,Idols
14810,1997,Music
14811,1997,Music School
14812,1997,Showbiz
14813,1997,Based on a Card Game
14814,1998,Action
14815,1998,Fantasy
14816,1998,Sci Fi
14817,1998,Shounen
14818,1998,Hand to Hand Combat
14819,1998,Power Suits
14820,1998,Superpowers
14821,1998,Based on a Manga
14822,1999,Mystery
14823,1999,Shounen
14824,1999,Age Transformation
14825,1999,Detectives
14826,1999,Kidnapping
14827,1999,Based on a Manga
14828,2000,Adventure
14829,2000,Fantasy
14830,2000,Reverse Harem
14831,2000,Romance
14832,2000,Shoujo
14833,2000,Isekai
14834,2000,Love Triangle
14835,2000,Magic
14836,2000,Person in a Strange World
14837,2000,Prophecy
14838,2000,Summoned Into Another World
14839,2000,Based on a Manga
14840,2001,Comedy
14841,2001,Drama
14842,2001,Harem
14843,2001,Shounen
14844,2001,Cohabitation
14845,2001,Japanese Mythology
14846,2001,School Club
14847,2001,School Life
14848,2001,Supernatural
14849,2001,Based on a Manga
14850,2002,Drama
14851,2002,Romance
14852,2002,Animal Protagonists
14853,2002,Animal Transformation
14854,2002,Island
14855,2002,No Dialogue
14856,2002,Original Work
14857,2003,Action
14858,2003,Drama
14859,2003,Shounen
14860,2003,Guns
14861,2003,Based on a Manga
14862,2004,Action
14863,2004,Adventure
14864,2004,Comedy
14865,2004,Fantasy
14866,2004,Amnesia
14867,2004,Magic
14868,2004,Mercenaries
14869,2004,Based on a Light Novel
14870,2005,Action
14871,2005,Adventure
14872,2005,Criminals
14873,2005,Thieves
14874,2006,Drama
14875,2006,Romance
14876,2006,Based on a Song
14877,2006,Childhood Friends
14878,2006,Love Confession
14879,2006,School Life
14880,2006,Vocaloid
14881,2007,Comedy
14882,2007,Seinen
14883,2007,Slice of Life
14884,2007,Childcare
14885,2007,Family Friendly
14886,2007,School Life
14887,2007,Teaching
14888,2007,Based on a Manga
14889,2008,Comedy
14890,2008,Sci Fi
14891,2008,Shounen
14892,2008,Aliens
14893,2008,Non-Human Protagonists
14894,2008,Based on a Manga
14895,2009,Action
14896,2009,Ecchi
14897,2009,Fantasy
14898,2009,Contemporary Fantasy
14899,2009,Demons
14900,2009,School Life
14901,2010,Action
14902,2010,Adventure
14903,2010,Comedy
14904,2010,Fantasy
14905,2010,Magic
14906,2010,Mercenaries
14907,2010,Based on a Light Novel
14908,2011,Comedy
14909,2011,Josei
14910,2011,Gag
14911,2011,Parody
14912,2011,Slapstick
14913,2011,Based on a Manga
14914,2012,Adventure
14915,2012,Fantasy
14916,2012,Elemental Powers
14917,2012,Family Friendly
14918,2012,Monsters
14919,2012,Proxy Battles
14920,2012,Based on a Video Game
14921,2013,Action
14922,2013,Adventure
14923,2013,Drama
14924,2013,Sci Fi
14925,2013,Shounen
14926,2013,Assassins
14927,2013,Bounty Hunters
14928,2013,Superpowers
14929,2013,Based on a Manga
14930,2014,Drama
14931,2014,Based on a Light Novel
14932,2015,Drama
14933,2015,Romance
14934,2015,Based on a Visual Novel
14935,2016,Adventure
14936,2016,Seinen
14937,2016,Slice of Life
14938,2016,Iyashikei
14939,2016,The Great Outdoors
14940,2016,Based on a Manga
14941,2017,Action
14942,2017,Adventure
14943,2017,Fantasy
14944,2017,Shoujo
14945,2017,Based on a Manga
14946,2018,Action
14947,2018,Power Suits
14948,2018,Superpowers
14949,2018,Swordplay
14950,2018,Original Work
14951,2019,Comedy
14952,2019,Shoujo
14953,2019,Slice of Life
14954,2019,Family Friendly
14955,2019,School Life
14956,2019,Based on a Manga
14957,2020,Comedy
14958,2020,Black and White
14959,2020,Picture Drama
14960,2020,Shorts
14961,2020,Original Work
14962,2021,Drama
14963,2021,Fantasy
14964,2021,Sci Fi
14965,2021,Aviation
14966,2021,Dragons
14967,2021,Military
14968,2021,Original Work
14969,2022,Comedy
14970,2022,Slice of Life
14971,2022,Based on a Light Novel
14972,2023,Action
14973,2023,Adventure
14974,2023,Comedy
14975,2023,Fantasy
14976,2023,Magic
14977,2023,Medieval
14978,2023,Parody
14979,2023,RPG
14980,2023,Based on a Video Game
14981,2024,Action
14982,2024,Shounen
14983,2024,Ninja
14984,2024,Based on a Manga
14985,2025,Korean Animation
14986,2025,Supernatural
14987,2026,Adventure
14988,2026,Fantasy
14989,2026,Dream World
14990,2026,Family Friendly
14991,2026,Person in a Strange World
14992,2027,Ecchi
14993,2027,Seinen
14994,2027,Based on a Manga
14995,2028,Shounen
14996,2028,Demons
14997,2028,Based on a Manga
14998,2029,Comedy
14999,2029,Ecchi
15000,2029,Fantasy
15001,2029,Romance
15002,2029,Shounen
15003,2029,Apprenticeship
15004,2029,Magic
15005,2029,Romantic Comedy
15006,2029,Witches
15007,2029,Based on a Manga
15008,2030,Comedy
15009,2030,Anthropomorphic
15010,2030,Chibi
15011,2030,Gag
15012,2030,Historical
15013,2030,Parody
15014,2030,Political
15015,2030,Satire
15016,2030,Short Episodes
15017,2030,Based on a Manga
15018,2031,Action
15019,2031,Sci Fi
15020,2031,Guns
15021,2031,MMORPG
15022,2031,Overpowered Main Characters
15023,2031,PVP
15024,2031,RPG
15025,2031,Tournaments
15026,2031,Virtual Reality
15027,2031,Based on a Light Novel
15028,2032,Adventure
15029,2032,Fantasy
15030,2032,Josei
15031,2032,Journey to the West
15032,2032,Based on a Manga
15033,2033,Comedy
15034,2033,Romance
15035,2033,Shounen
15036,2033,Parody
15037,2033,Romantic Comedy
15038,2033,School Club
15039,2033,School Life
15040,2033,Tsundere
15041,2033,Based on a Light Novel
15042,2034,Family Friendly
15043,2034,Japanese Mythology
15044,2034,Supernatural
15045,2034,Youkai
15046,2034,Based on a Video Game
15047,2034,CG Animation
15048,2035,""
15049,2036,Action
15050,2036,Comedy
15051,2036,Shounen
15052,2036,Delinquents
15053,2036,School Life
15054,2036,Based on a Manga
15055,2037,Action
15056,2037,Shounen
15057,2037,Superpowers
15058,2037,Based on a Manga
15059,2038,Comedy
15060,2038,Shounen
15061,2038,Sports
15062,2038,Basketball
15063,2039,Action
15064,2039,Sci Fi
15065,2039,Seinen
15066,2039,Ocean
15067,2039,Submarine
15068,2039,Based on a Manga
15069,2039,CG Animation
15070,2040,Adventure
15071,2040,Mecha
15072,2040,Sci Fi
15073,2040,Sports
15074,2040,Tournaments
15075,2041,Comedy
15076,2041,Fantasy
15077,2041,Magical Girl
15078,2041,Romance
15079,2041,Shoujo
15080,2041,Family Friendly
15081,2041,Henshin Heroes
15082,2041,Magic
15083,2041,Monster-of-the-week
15084,2041,Based on a Manga
15085,2042,Action
15086,2042,Adventure
15087,2042,Fantasy
15088,2042,Isekai
15089,2042,Magic
15090,2042,Overpowered Main Characters
15091,2042,Person in a Strange World
15092,2042,Reincarnation
15093,2042,Based on a Light Novel
15094,2043,Comedy
15095,2043,Anthropomorphic
15096,2043,Chibi
15097,2043,Gag
15098,2043,Historical
15099,2043,Parody
15100,2043,Political
15101,2043,Satire
15102,2043,Based on a Manga
15103,2044,Idols
15104,2044,Music
15105,2045,Slice of Life
15106,2045,Cooking
15107,2045,Food and Beverage
15108,2045,Recipes
15109,2046,Comedy
15110,2046,Fantasy
15111,2046,Seinen
15112,2046,Breaking the Fourth Wall
15113,2046,Crude
15114,2046,Demons
15115,2046,Short Episodes
15116,2046,Based on a Manga
15117,2047,Shoujo
15118,2047,Based on a Manga
15119,2048,Action
15120,2048,Adventure
15121,2048,Drama
15122,2048,Seinen
15123,2048,Historical
15124,2048,Military
15125,2048,Ship
15126,2048,Time Travel
15127,2048,War
15128,2048,World War 2
15129,2048,Based on a Manga
15130,2049,Romance
15131,2049,Sci Fi
15132,2049,Outer Space
15133,2049,Based on a Novel
15134,2050,Action
15135,2050,Fantasy
15136,2050,Europe
15137,2050,War
15138,2050,Based on a Video Game
15139,2051,Action
15140,2051,Romance
15141,2051,Sci Fi
15142,2051,Outer Space
15143,2051,School Life
15144,2051,Original Work
15145,2052,Drama
15146,2052,Slice of Life
15147,2052,Music
15148,2052,School Club
15149,2052,School Life
15150,2052,Original Work
15151,2053,Action
15152,2053,Adventure
15153,2053,Fantasy
15154,2053,Shounen
15155,2053,Medieval
15156,2053,Recap
15157,2053,Superpowers
15158,2053,Based on a Manga
15159,2054,Action
15160,2054,Mecha
15161,2054,Sci Fi
15162,2054,Person in a Strange World
15163,2054,Reverse Isekai
15164,2054,Original Work
15165,2055,Drama
15166,2055,Body Swapping
15167,2055,Card Battles
15168,2055,Psychological
15169,2055,Supernatural
15170,2055,Based on a Card Game
15171,2056,Comedy
15172,2056,Drama
15173,2056,Reverse Harem
15174,2056,Romance
15175,2056,Shoujo
15176,2056,School Life
15177,2056,Based on a Manga
15178,2057,Mystery
15179,2057,Shounen
15180,2057,Age Transformation
15181,2057,Detectives
15182,2057,Based on a Manga
15183,2058,Drama
15184,2058,Shoujo
15185,2058,Acting
15186,2058,Showbiz
15187,2058,Based on a Manga
15188,2059,Adventure
15189,2059,Comedy
15190,2059,Fantasy
15191,2059,Chinese Animation
15192,2059,Cultivation
15193,2059,School Life
15194,2059,Based on a Novel
15195,2060,Adventure
15196,2060,16th Century
15197,2060,Family Friendly
15198,2060,Historical
15199,2060,Original Work
15200,2061,Drama
15201,2061,Coming of Age
15202,2061,Disability
15203,2062,Shounen
15204,2062,Feudal Japan
15205,2062,Historical
15206,2062,Samurai
15207,2062,Based on a Manga
15208,2063,Adventure
15209,2063,Drama
15210,2063,America
15211,2063,Historical
15212,2063,Based on a Novel
15213,2064,Shounen
15214,2064,Slice of Life
15215,2064,Apprenticeship
15216,2064,Iyashikei
15217,2064,Ocean
15218,2064,Work Life
15219,2064,Based on a Manga
15220,2065,Action
15221,2065,School Life
15222,2065,Secret Identity
15223,2065,Supernatural
15224,2065,Thieves
15225,2065,Vigilantes
15226,2065,Based on a Video Game
15227,2066,Action
15228,2066,Comedy
15229,2066,Shounen
15230,2066,Superpowers
15231,2066,Based on a Manga
15232,2067,Action
15233,2067,Gangs
15234,2067,Supernatural
15235,2067,Superpowers
15236,2067,Original Work
15237,2068,Drama
15238,2068,Fantasy
15239,2068,Seinen
15240,2068,Magic
15241,2068,Master-Servant Relationship
15242,2068,Based on a Manga
15243,2069,Ecchi
15244,2069,Fantasy
15245,2069,Harem
15246,2069,Demon King
15247,2069,Magic
15248,2069,Magic School
15249,2069,Overpowered Main Characters
15250,2069,Panty Shots
15251,2069,School Life
15252,2069,Based on a Light Novel
15253,2070,Comedy
15254,2070,Shoujo
15255,2070,Slice of Life
15256,2070,Chibi
15257,2070,School Life
15258,2070,Short Episodes
15259,2070,Based on a Manga
15260,2071,BL
15261,2071,Comedy
15262,2071,Drama
15263,2071,Shounen-ai
15264,2071,Slice of Life
15265,2071,Chinese Animation
15266,2071,Gangs
15267,2071,Mental Illness
15268,2071,Psychological
15269,2071,Based on a Novel
15270,2072,Action
15271,2072,Adventure
15272,2072,Sci Fi
15273,2072,Shounen
15274,2072,Family Friendly
15275,2072,Monster-of-the-week
15276,2072,Monsters
15277,2072,Person in a Strange World
15278,2073,Action
15279,2073,Sci Fi
15280,2073,Seinen
15281,2073,Ocean
15282,2073,Recap
15283,2073,Ship
15284,2073,Submarine
15285,2073,Based on a Manga
15286,2074,Action
15287,2074,Adventure
15288,2074,Comedy
15289,2074,Shounen
15290,2074,Family Friendly
15291,2074,Ninja
15292,2074,Based on a Manga
15293,2075,Action
15294,2075,Military
15295,2075,Military School
15296,2075,Recap
15297,2075,School Club
15298,2075,School Life
15299,2075,Tournaments
15300,2075,Original Work
15301,2076,Action
15302,2076,Drama
15303,2076,Fantasy
15304,2076,Magical Girl
15305,2076,Slice of Life
15306,2076,Henshin Heroes
15307,2076,Magic
15308,2076,Melancholy
15309,2076,Post-apocalyptic
15310,2076,Original Work
15311,2077,Adventure
15312,2077,Drama
15313,2077,Fantasy
15314,2077,Siblings
15315,2077,Time Travel
15316,2077,Original Work
15317,2078,Action
15318,2078,Fantasy
15319,2078,Harem
15320,2078,Demons
15321,2078,Island
15322,2078,Magic
15323,2078,Overpowered Main Characters
15324,2078,Urban Fantasy
15325,2078,Vampires
15326,2078,Based on a Light Novel
15327,2079,Action
15328,2079,Drama
15329,2079,Mystery
15330,2079,Seinen
15331,2079,Superpowers
15332,2079,Based on a Manga
15333,2080,Chibi
15334,2080,Idols
15335,2080,Music
15336,2080,Showbiz
15337,2081,Action
15338,2081,Feudal Japan
15339,2081,Historical
15340,2081,Samurai
15341,2081,Swordplay
15342,2081,Based on a Video Game
15343,2082,Action
15344,2082,Shounen
15345,2082,Ninja
15346,2082,Based on a Manga
15347,2083,Action
15348,2083,Horror
15349,2083,Sci Fi
15350,2083,America
15351,2083,Revenge
15352,2083,Zombies
15353,2083,Based on a Video Game
15354,2083,CG Animation
15355,2084,Comedy
15356,2084,Romance
15357,2084,Sci Fi
15358,2084,Shounen
15359,2084,Aliens
15360,2084,Based on a Manga
15361,2085,Drama
15362,2085,Romance
15363,2085,Seinen
15364,2085,Based on a Manga
15365,2086,Action
15366,2086,Sci Fi
15367,2086,Debt
15368,2086,Economics
15369,2086,High Stakes Games
15370,2086,noitaminA
15371,2086,Original Work
15372,2087,Comedy
15373,2087,Sci Fi
15374,2087,Short Episodes
15375,2087,Based on a Manga
15376,2088,Action
15377,2088,Shounen
15378,2088,Desert
15379,2088,Dystopia
15380,2088,Hand to Hand Combat
15381,2088,Martial Arts
15382,2088,Overpowered Main Characters
15383,2088,Post-apocalyptic
15384,2088,Based on a Manga
15385,2089,Comedy
15386,2089,Romance
15387,2089,Seinen
15388,2089,Adult Couples
15389,2089,College
15390,2089,Educational
15391,2089,School Life
15392,2089,Based on a Manga
15393,2090,Action
15394,2090,Shounen
15395,2090,Assassins
15396,2090,Cyborgs
15397,2090,Europe
15398,2090,Guns
15399,2090,Human Experimentation
15400,2090,Italy
15401,2090,Based on a Manga
15402,2091,Action
15403,2091,Comedy
15404,2091,Seinen
15405,2091,Criminals
15406,2091,Episodic
15407,2091,Guns
15408,2091,Thieves
15409,2091,Based on a Manga
15410,2092,Comedy
15411,2092,Ecchi
15412,2092,Fantasy
15413,2092,Harem
15414,2092,Shounen
15415,2092,Magic
15416,2092,Based on a Manga
15417,2093,Comedy
15418,2093,Romance
15419,2093,Shoujo
15420,2093,Slice of Life
15421,2093,Romantic Comedy
15422,2093,School Life
15423,2093,Short Episodes
15424,2093,Based on a Manga
15425,2094,Comedy
15426,2094,Drama
15427,2094,Harem
15428,2094,Romance
15429,2094,School Life
15430,2094,Supernatural
15431,2094,Based on a Light Novel
15432,2095,Comedy
15433,2095,Slice of Life
15434,2095,Anime no Chikara
15435,2095,Iyashikei
15436,2095,Military
15437,2095,Music
15438,2095,Post-apocalyptic
15439,2095,Original Work
15440,2096,Action
15441,2096,Aliens
15442,2096,Social Media
15443,2096,Original Work
15444,2097,Shounen
15445,2097,Slice of Life
15446,2097,19th Century
15447,2097,Europe
15448,2097,France
15449,2097,Historical
15450,2097,Iyashikei
15451,2097,Lifestyle Change
15452,2097,Based on a Manga
15453,2098,Action
15454,2098,Comedy
15455,2098,Shounen
15456,2098,Aliens
15457,2098,Frogs
15458,2098,Island
15459,2098,Non-Human Protagonists
15460,2098,Based on a Manga
15461,2099,Drama
15462,2099,Historical
15463,2099,War
15464,2099,World War 2
15465,2099,Based on a Novel
15466,2100,Shounen
15467,2100,High Stakes Games
15468,2100,Play or Die
15469,2100,Psychological
15470,2100,PVP
15471,2100,Shorts
15472,2100,Supernatural
15473,2100,Based on a Manga
15474,2101,Action
15475,2101,Shounen
15476,2101,Ninja
15477,2101,Rivalries
15478,2101,Shorts
15479,2101,Based on a Manga
15480,2102,Drama
15481,2102,Shounen
15482,2102,Doctors
15483,2102,Medical
15484,2102,Based on a Manga
15485,2103,Drama
15486,2103,Fantasy
15487,2103,Mystery
15488,2103,Seinen
15489,2103,England
15490,2103,Europe
15491,2103,Magic
15492,2103,Based on a Light Novel
15493,2104,Sci Fi
15494,2104,Recap
15495,2105,Drama
15496,2105,Romance
15497,2105,Slice of Life
15498,2105,Episodic
15499,2105,Short Episodes
15500,2106,Fantasy
15501,2106,Seinen
15502,2106,Slice of Life
15503,2106,Forest
15504,2106,Iyashikei
15505,2106,Based on a Manga
15506,2107,Action
15507,2107,Comedy
15508,2107,Shounen
15509,2107,Bodyguards
15510,2107,Guns
15511,2107,Based on a Manga
15512,2108,Ecchi
15513,2108,Fantasy
15514,2108,Contemporary Fantasy
15515,2108,Demons
15516,2108,Based on a Light Novel
15517,2109,Comedy
15518,2109,Ecchi
15519,2109,Based on a Light Novel
15520,2110,Action
15521,2110,Comedy
15522,2110,Drama
15523,2110,Shounen
15524,2110,Sports
15525,2110,Basketball
15526,2110,Delinquents
