Index,Anime Index,Status,Viewers,Rating
902,227,Dropped,303,4.407
903,228,Watched,4468,4.406
904,228,Watching,674,4.406
905,228,To-Watch,2784,4.406
906,228,Dropped,353,4.406
907,229,Watched,18196,4.406
908,229,Watching,8314,4.406
909,229,To-Watch,13199,4.406
910,229,Dropped,1606,4.406
911,230,Watched,29815,4.405
912,230,Watching,3643,4.405
913,230,To-Watch,7217,4.405
914,230,Dropped,1234,4.405
915,231,Watched,43313,4.404
916,231,Watching,2754,4.404
917,231,To-Watch,12481,4.404
918,231,Dropped,1669,4.404
919,232,Watched,13922,4.405
920,232,Watching,586,4.405
921,232,To-Watch,10031,4.405
922,232,Dropped,28,4.405
923,233,Watched,9228,4.405
924,233,Watching,611,4.405
925,233,To-Watch,4801,4.405
926,233,Dropped,150,4.405
927,234,Watched,1914,4.405
928,234,Watching,111,4.405
929,234,To-Watch,2293,4.405
930,234,Dropped,15,4.405
931,235,Watched,1346,4.407
932,235,Watching,76,4.407
933,235,To-Watch,632,4.407
934,235,Dropped,24,4.407
935,236,Watched,5243,4.403
936,236,Watching,714,4.403
937,236,To-Watch,8225,4.403
938,236,Dropped,494,4.403
939,237,Watched,3136,4.4
940,237,Watching,258,4.4
941,237,To-Watch,1402,4.4
942,237,Dropped,26,4.4
943,238,Watched,1128,4.397
944,238,Watching,446,4.397
945,238,To-Watch,920,4.397
946,238,Dropped,49,4.397
947,239,Watched,14691,4.402
948,239,Watching,2657,4.402
949,239,To-Watch,12044,4.402
950,239,Dropped,1159,4.402
951,240,Watching,74537,4.402
952,240,To-Watch,16987,4.402
953,240,Dropped,12445,4.402
954,241,Watched,2661,4.401
955,241,Watching,423,4.401
956,241,To-Watch,1429,4.401
957,241,Dropped,70,4.401
958,242,Watched,2975,4.402
959,242,Watching,312,4.402
960,242,To-Watch,2828,4.402
961,242,Dropped,20,4.402
962,243,Watched,11772,4.399
963,243,Watching,620,4.399
964,243,To-Watch,6367,4.399
965,243,Dropped,242,4.399
966,244,Watched,61063,4.399
967,244,Watching,4544,4.399
968,244,To-Watch,12057,4.399
969,244,Dropped,1889,4.399
970,245,Watched,12231,4.398
971,245,Watching,989,4.398
972,245,To-Watch,8348,4.398
973,245,Dropped,258,4.398
974,246,Watched,25708,4.398
975,246,Watching,1716,4.398
976,246,To-Watch,8695,4.398
977,246,Dropped,1083,4.398
978,247,Watched,11321,4.397
979,247,Watching,306,4.397
980,247,To-Watch,5295,4.397
981,247,Dropped,124,4.397
982,248,Watched,1681,4.396
983,248,Watching,77,4.396
984,248,To-Watch,1079,4.396
985,248,Dropped,17,4.396
986,249,Watched,2667,4.395
987,249,Watching,1668,4.395
988,249,To-Watch,4386,4.395
989,249,Dropped,569,4.395
990,250,Watched,785,4.395
991,250,Watching,988,4.395
992,250,To-Watch,946,4.395
993,250,Dropped,53,4.395
994,251,Watched,8449,4.395
995,251,Watching,111,4.395
996,251,To-Watch,5083,4.395
997,251,Dropped,45,4.395
998,252,Watched,3834,4.396
999,252,Watching,149,4.396
1000,252,To-Watch,7692,4.396
1001,252,Dropped,19,4.396
1002,253,Watched,18603,4.395
1003,253,Watching,2569,4.395
1004,253,To-Watch,15603,4.395
1005,253,Dropped,993,4.395
1006,254,Watched,1890,4.394
1007,254,Watching,1427,4.394
1008,254,To-Watch,2205,4.394
1009,254,Dropped,269,4.394
1010,255,Watched,15656,4.394
1011,255,Watching,185,4.394
1012,255,To-Watch,3384,4.394
1013,255,Dropped,88,4.394
1014,256,Watched,31058,4.393
1015,256,Watching,2065,4.393
1016,256,To-Watch,11878,4.393
1017,256,Dropped,1530,4.393
1018,257,Watched,17644,4.392
1019,257,Watching,2270,4.392
1020,257,To-Watch,3773,4.392
1021,257,Dropped,318,4.392
1022,258,Watched,30345,4.392
1023,258,Watching,1807,4.392
1024,258,To-Watch,7666,4.392
1025,258,Dropped,1180,4.392
1026,259,Watched,6247,4.392
1027,259,Watching,173,4.392
1028,259,To-Watch,3950,4.392
1029,259,Dropped,44,4.392
1030,260,Watched,11702,4.392
1031,260,Watching,164,4.392
1032,260,To-Watch,3214,4.392
1033,260,Dropped,28,4.392
1034,261,Watched,10565,4.391
1035,261,Watching,108,4.391
1036,261,To-Watch,3671,4.391
1037,261,Dropped,48,4.391
1038,262,Watched,3381,4.391
1039,262,Watching,110,4.391
1040,262,To-Watch,3483,4.391
1041,262,Dropped,43,4.391
1042,263,Watching,9568,4.391
1043,263,To-Watch,5085,4.391
1044,263,Dropped,187,4.391
1045,264,Watched,85912,4.39
1046,264,Watching,4503,4.39
1047,264,To-Watch,17506,4.39
1048,264,Dropped,3051,4.39
1049,265,Watched,2410,4.39
1050,265,Watching,536,4.39
1051,265,To-Watch,1897,4.39
1052,265,Dropped,75,4.39
1053,266,Watched,27136,4.388
1054,266,Watching,14022,4.388
1055,266,To-Watch,11698,4.388
1056,266,Dropped,1919,4.388
1057,267,Watched,40746,4.389
1058,267,Watching,3307,4.389
1059,267,To-Watch,9331,4.389
1060,267,Dropped,1293,4.389
1061,268,Watched,12920,4.388
1062,268,Watching,114,4.388
1063,268,To-Watch,6101,4.388
1064,268,Dropped,76,4.388
1065,269,Watched,11362,4.388
1066,269,Watching,133,4.388
1067,269,To-Watch,2842,4.388
1068,269,Dropped,78,4.388
1069,270,Watched,5344,4.388
1070,270,Watching,84,4.388
1071,270,To-Watch,2421,4.388
1072,270,Dropped,33,4.388
1073,271,Watched,39313,4.387
1074,271,Watching,3738,4.387
1075,271,To-Watch,13237,4.387
1076,271,Dropped,1491,4.387
1077,272,Watched,8977,4.387
1078,272,Watching,48,4.387
1079,272,To-Watch,1545,4.387
1080,272,Dropped,31,4.387
1081,273,Watched,15959,4.386
1082,273,Watching,175,4.386
1083,273,To-Watch,3226,4.386
1084,273,Dropped,77,4.386
1085,274,Watched,29,4.385
1086,274,Watching,9,4.385
1087,274,To-Watch,409,4.385
1088,274,Dropped,4,4.385
1089,275,Watched,4599,4.387
1090,275,Watching,39,4.387
1091,275,To-Watch,1254,4.387
1092,275,Dropped,20,4.387
1093,276,Watched,2185,4.384
1094,276,Watching,66,4.384
1095,276,To-Watch,2341,4.384
1096,276,Dropped,20,4.384
1097,277,Watched,905,4.385
1098,277,Watching,16,4.385
1099,277,To-Watch,857,4.385
1100,277,Dropped,19,4.385
1101,278,Watched,7261,4.383
1102,278,Watching,9803,4.383
1103,278,To-Watch,10517,4.383
1104,278,Dropped,708,4.383
1105,279,Watched,52185,4.382
1106,279,Watching,7676,4.382
1107,279,To-Watch,19198,4.382
1108,279,Dropped,3459,4.382
1109,280,Watched,53062,4.382
1110,280,Watching,2813,4.382
1111,280,To-Watch,11828,4.382
1112,280,Dropped,1908,4.382
1113,281,Watched,10877,4.381
1114,281,Watching,140,4.381
1115,281,To-Watch,5974,4.381
1116,281,Dropped,46,4.381
1117,282,Watched,618,4.38
1118,282,Watching,57,4.38
1119,282,To-Watch,820,4.38
1120,282,Dropped,8,4.38
1121,283,Watched,10992,4.381
1122,283,Watching,397,4.381
1123,283,To-Watch,3234,4.381
1124,283,Dropped,144,4.381
1125,284,Watched,14749,4.38
1126,284,Watching,957,4.38
1127,284,To-Watch,3495,4.38
1128,284,Dropped,194,4.38
1129,285,Watched,3566,4.38
1130,285,Watching,109,4.38
1131,285,To-Watch,1487,4.38
1132,285,Dropped,47,4.38
1133,286,Watched,5832,4.381
1134,286,Watching,2447,4.381
1135,286,To-Watch,7006,4.381
1136,286,Dropped,785,4.381
1137,287,Watched,2540,4.379
1138,287,Watching,66,4.379
1139,287,To-Watch,2247,4.379
1140,287,Dropped,27,4.379
1141,288,Watched,3626,4.378
1142,288,Watching,694,4.378
1143,288,To-Watch,1681,4.378
1144,288,Dropped,95,4.378
1145,289,Watched,2768,4.379
1146,289,Watching,156,4.379
1147,289,To-Watch,6199,4.379
1148,289,Dropped,28,4.379
1149,290,Watched,3198,4.378
1150,290,Watching,224,4.378
1151,290,To-Watch,4294,4.378
1152,290,Dropped,205,4.378
1153,291,Watched,18,4.376
1154,291,Watching,7,4.376
1155,291,To-Watch,228,4.376
1156,291,Dropped,6,4.376
1157,292,Watched,5470,4.376
1158,292,Watching,590,4.376
1159,292,To-Watch,4298,4.376
1160,292,Dropped,331,4.376
1161,293,Watched,9724,4.375
1162,293,Watching,395,4.375
1163,293,To-Watch,1973,4.375
1164,293,Dropped,121,4.375
1165,294,Watched,11775,4.375
1166,294,Watching,151,4.375
1167,294,To-Watch,4863,4.375
1168,294,Dropped,73,4.375
1169,295,Watched,19169,4.374
1170,295,Watching,2462,4.374
1171,295,To-Watch,6726,4.374
1172,295,Dropped,1077,4.374
1173,296,Watched,22470,4.374
1174,296,Watching,4087,4.374
1175,296,To-Watch,6308,4.374
1176,296,Dropped,1250,4.374
1177,297,Watched,6714,4.373
1178,297,Watching,43,4.373
1179,297,To-Watch,1623,4.373
1180,297,Dropped,24,4.373
1181,298,Watched,41874,4.372
1182,298,Watching,4974,4.372
1183,298,To-Watch,12753,4.372
1184,298,Dropped,2343,4.372
1185,299,Watched,9705,4.372
1186,299,Watching,174,4.372
1187,299,To-Watch,6379,4.372
1188,299,Dropped,50,4.372
1189,300,Watched,41122,4.372
1190,300,Watching,969,4.372
1191,300,To-Watch,8433,4.372
1192,300,Dropped,761,4.372
1193,301,Watched,585,4.369
1194,301,Watching,72,4.369
1195,301,To-Watch,2242,4.369
1196,301,Dropped,8,4.369
1197,302,Watched,49657,4.371
1198,302,Watching,2930,4.371
1199,302,To-Watch,17507,4.371
1200,302,Dropped,1784,4.371
1201,303,Watched,8181,4.371
1202,303,Watching,1410,4.371
1203,303,To-Watch,4066,4.371
1204,303,Dropped,426,4.371
1205,304,Watched,13824,4.371
1206,304,Watching,146,4.371
1207,304,To-Watch,6044,4.371
1208,304,Dropped,50,4.371
1209,305,Watched,21125,4.371
1210,305,Watching,160,4.371
1211,305,To-Watch,7813,4.371
1212,305,Dropped,65,4.371
1213,306,Watched,5304,4.37
1214,306,Watching,1358,4.37
1215,306,To-Watch,2803,4.37
1216,306,Dropped,275,4.37
1217,307,Watched,15506,4.37
1218,307,Watching,12354,4.37
1219,307,To-Watch,17429,4.37
1220,307,Dropped,4154,4.37
1221,308,Watched,30861,4.369
1222,308,Watching,2563,4.369
1223,308,To-Watch,10874,4.369
1224,308,Dropped,1848,4.369
1225,309,Watched,42329,4.369
1226,309,Watching,3272,4.369
1227,309,To-Watch,18731,4.369
1228,309,Dropped,2389,4.369
1229,310,Watched,3864,4.368
1230,310,Watching,497,4.368
1231,310,To-Watch,1103,4.368
1232,310,Dropped,88,4.368
1233,311,Watched,32923,4.368
1234,311,Watching,2139,4.368
1235,311,To-Watch,9380,4.368
1236,311,Dropped,829,4.368
1237,312,Watched,10012,4.368
1238,312,Watching,114,4.368
1239,312,To-Watch,3448,4.368
1240,312,Dropped,37,4.368
1241,313,Watched,5869,4.367
1242,313,Watching,57,4.367
1243,313,To-Watch,3032,4.367
1244,313,Dropped,30,4.367
1245,314,Watched,2108,4.366
1246,314,Watching,36,4.366
1247,314,To-Watch,1259,4.366
1248,314,Dropped,23,4.366
1249,315,Watching,50,4.366
1250,315,To-Watch,140,4.366
1251,315,Dropped,1,4.366
1252,316,Watched,14955,4.366
1253,316,Watching,1695,4.366
1254,316,To-Watch,5949,4.366
1255,316,Dropped,144,4.366
1256,317,Watched,3080,4.361
1257,317,Watching,146,4.361
1258,317,To-Watch,1496,4.361
1259,317,Dropped,10,4.361
1260,318,Watched,43295,4.366
1261,318,Watching,180,4.366
1262,318,To-Watch,7947,4.366
1263,318,Dropped,73,4.366
1264,319,Watched,9013,4.364
1265,319,Watching,129,4.364
1266,319,To-Watch,6388,4.364
1267,319,Dropped,54,4.364
1268,320,Watched,12238,4.364
1269,320,Watching,707,4.364
1270,320,To-Watch,3157,4.364
1271,320,Dropped,182,4.364
1272,321,Watched,17827,4.364
1273,321,Watching,1118,4.364
1274,321,To-Watch,8070,4.364
1275,321,Dropped,1193,4.364
1276,322,Watched,14703,4.363
1277,322,Watching,1030,4.363
1278,322,To-Watch,5273,4.363
1279,322,Dropped,330,4.363
1280,323,Watched,6888,4.363
1281,323,Watching,1860,4.363
1282,323,To-Watch,6920,4.363
1283,323,Dropped,683,4.363
1284,324,Watched,1158,4.361
1285,324,Watching,193,4.361
1286,324,To-Watch,1014,4.361
1287,324,Dropped,23,4.361
1288,325,Watching,1825,4.365
1289,325,To-Watch,2939,4.365
1290,325,Dropped,43,4.365
1291,326,Watched,20012,4.361
1292,326,Watching,1576,4.361
1293,326,To-Watch,7706,4.361
1294,326,Dropped,413,4.361
1295,327,Watched,2436,4.361
1296,327,Watching,1018,4.361
1297,327,To-Watch,2841,4.361
1298,327,Dropped,147,4.361
1299,328,Watched,11998,4.36
1300,328,Watching,109,4.36
1301,328,To-Watch,3019,4.36
1302,328,Dropped,39,4.36
1303,329,Watched,910,4.36
1304,329,Watching,62,4.36
1305,329,To-Watch,1171,4.36
1306,329,Dropped,26,4.36
1307,330,Watched,3971,4.359
1308,330,Watching,71,4.359
1309,330,To-Watch,1674,4.359
1310,330,Dropped,30,4.359
1311,331,Watched,29440,4.359
1312,331,Watching,2275,4.359
1313,331,To-Watch,14112,4.359
1314,331,Dropped,1933,4.359
1315,332,Watched,40534,4.359
1316,332,Watching,5687,4.359
1317,332,To-Watch,10822,4.359
1318,332,Dropped,2183,4.359
1319,333,Watched,14444,4.358
1320,333,Watching,162,4.358
1321,333,To-Watch,6866,4.358
1322,333,Dropped,72,4.358
1323,334,Watched,711,4.358
1324,334,Watching,268,4.358
1325,334,To-Watch,864,4.358
1326,334,Dropped,62,4.358
1327,335,Watched,13351,4.357
1328,335,Watching,703,4.357
1329,335,To-Watch,5675,4.357
1330,335,Dropped,402,4.357
1331,336,Watched,13769,4.357
1332,336,Watching,3516,4.357
1333,336,To-Watch,10103,4.357
1334,336,Dropped,1328,4.357
1335,337,Watched,1980,4.355
1336,337,Watching,132,4.355
1337,337,To-Watch,3409,4.355
1338,337,Dropped,15,4.355
1339,338,Watched,20,4.369
1340,338,Watching,85,4.369
1341,338,To-Watch,90,4.369
1342,338,Dropped,1,4.369
1343,339,Watched,6971,4.356
1344,339,Watching,137,4.356
1345,339,To-Watch,4874,4.356
1346,339,Dropped,46,4.356
1347,340,Watched,3652,4.355
1348,340,Watching,34,4.355
1349,340,To-Watch,1452,4.355
1350,340,Dropped,17,4.355
1351,341,Watched,23940,4.354
1352,341,Watching,2403,4.354
1353,341,To-Watch,5119,4.354
1354,341,Dropped,315,4.354
1355,342,Watched,5112,4.354
1356,342,Watching,29,4.354
1357,342,To-Watch,1659,4.354
1358,342,Dropped,22,4.354
1359,343,Watched,9845,4.353
1360,343,Watching,104,4.353
1361,343,To-Watch,5145,4.353
1362,343,Dropped,52,4.353
1363,344,Watched,16974,4.353
1364,344,Watching,1972,4.353
1365,344,To-Watch,8191,4.353
1366,344,Dropped,467,4.353
1367,345,Watched,5258,4.353
1368,345,Watching,700,4.353
1369,345,To-Watch,1440,4.353
1370,345,Dropped,154,4.353
1371,346,Watched,62772,4.353
1372,346,Watching,4163,4.353
1373,346,To-Watch,14854,4.353
1374,346,Dropped,1439,4.353
1375,347,Watched,34267,4.352
1376,347,Watching,777,4.352
1377,347,To-Watch,7707,4.352
1378,347,Dropped,341,4.352
1379,348,Watched,21257,4.352
1380,348,Watching,1259,4.352
1381,348,To-Watch,6974,4.352
1382,348,Dropped,404,4.352
1383,349,Watched,17620,4.352
1384,349,Watching,790,4.352
1385,349,To-Watch,3355,4.352
1386,349,Dropped,221,4.352
1387,350,Watched,11100,4.351
1388,350,Watching,1087,4.351
1389,350,To-Watch,12306,4.351
1390,350,Dropped,852,4.351
1391,351,Watching,5971,4.348
1392,351,To-Watch,4107,4.348
1393,351,Dropped,144,4.348
1394,352,Watched,41557,4.351
1395,352,Watching,4634,4.351
1396,352,To-Watch,11599,4.351
1397,352,Dropped,3319,4.351
1398,353,Watched,11110,4.349
1399,353,Watching,1800,4.349
1400,353,To-Watch,5771,4.349
1401,353,Dropped,569,4.349
1402,354,Watched,11636,4.35
1403,354,Watching,1334,4.35
1404,354,To-Watch,5343,4.35
1405,354,Dropped,292,4.35
1406,355,Watched,54359,4.349
1407,355,Watching,4507,4.349
1408,355,To-Watch,21729,4.349
1409,355,Dropped,2611,4.349
1410,356,Watched,12334,4.349
1411,356,Watching,2270,4.349
1412,356,To-Watch,7051,4.349
1413,356,Dropped,481,4.349
1414,357,Watched,7158,4.35
1415,357,Watching,2195,4.35
1416,357,To-Watch,4364,4.35
1417,357,Dropped,121,4.35
1418,358,Watched,22138,4.35
1419,358,Watching,2111,4.35
1420,358,To-Watch,9069,4.35
1421,358,Dropped,754,4.35
1422,359,Watched,2236,4.347
1423,359,Watching,24,4.347
1424,359,To-Watch,941,4.347
1425,359,Dropped,15,4.347
1426,360,Watched,1477,4.346
1427,360,Watching,40,4.346
1428,360,To-Watch,510,4.346
1429,360,Dropped,14,4.346
1430,361,Watched,4012,4.347
1431,361,Watching,476,4.347
1432,361,To-Watch,1620,4.347
1433,361,Dropped,72,4.347
1434,362,Watched,21898,4.346
1435,362,Watching,2914,4.346
1436,362,To-Watch,7140,4.346
1437,362,Dropped,839,4.346
1438,363,Watched,10022,4.345
1439,363,Watching,810,4.345
1440,363,To-Watch,7264,4.345
1441,363,Dropped,180,4.345
1442,364,Watched,45466,4.345
1443,364,Watching,193,4.345
1444,364,To-Watch,6779,4.345
1445,364,Dropped,79,4.345
1446,365,Watched,21184,4.344
1447,365,Watching,1726,4.344
1448,365,To-Watch,4629,4.344
1449,365,Dropped,429,4.344
1450,366,Watched,19269,4.345
1451,366,Watching,1481,4.345
1452,366,To-Watch,5844,4.345
1453,366,Dropped,380,4.345
1454,367,Watched,3698,4.344
1455,367,Watching,827,4.344
1456,367,To-Watch,2386,4.344
1457,367,Dropped,230,4.344
1458,368,Watched,1467,4.341
1459,368,Watching,54,4.341
1460,368,To-Watch,2775,4.341
1461,368,Dropped,15,4.341
1462,369,Watched,5037,4.343
1463,369,Watching,392,4.343
1464,369,To-Watch,2401,4.343
1465,369,Dropped,154,4.343
1466,370,Watched,9542,4.343
1467,370,Watching,553,4.343
1468,370,To-Watch,3399,4.343
1469,370,Dropped,153,4.343
1470,371,Watched,5153,4.342
1471,371,Watching,1241,4.342
1472,371,To-Watch,3946,4.342
1473,371,Dropped,578,4.342
1474,372,Watched,8019,4.343
1475,372,Watching,209,4.343
1476,372,To-Watch,3815,4.343
1477,372,Dropped,42,4.343
1478,373,Watched,19505,4.342
1479,373,Watching,2445,4.342
1480,373,To-Watch,9414,4.342
1481,373,Dropped,1151,4.342
1482,374,Watched,1288,4.336
1483,374,Watching,214,4.336
1484,374,To-Watch,1104,4.336
1485,374,Dropped,29,4.336
1486,375,Watched,65791,4.341
1487,375,Watching,4743,4.341
1488,375,To-Watch,19768,4.341
1489,375,Dropped,3506,4.341
1490,376,Watched,15197,4.341
1491,376,Watching,985,4.341
1492,376,To-Watch,4933,4.341
1493,376,Dropped,378,4.341
1494,377,Watched,3183,4.34
1495,377,Watching,1592,4.34
1496,377,To-Watch,3508,4.34
1497,377,Dropped,299,4.34
1498,378,Watched,3822,4.34
1499,378,Watching,491,4.34
1500,378,To-Watch,2876,4.34
1501,378,Dropped,126,4.34
1502,379,Watched,2733,4.34
1503,379,Watching,98,4.34
1504,379,To-Watch,2826,4.34
1505,379,Dropped,34,4.34
1506,380,Watched,10997,4.339
1507,380,Watching,933,4.339
1508,380,To-Watch,6144,4.339
1509,380,Dropped,415,4.339
1510,381,Watched,8743,4.339
1511,381,Watching,105,4.339
1512,381,To-Watch,5102,4.339
1513,381,Dropped,51,4.339
1514,382,Watched,6062,4.34
1515,382,Watching,980,4.34
1516,382,To-Watch,4173,4.34
1517,382,Dropped,460,4.34
1518,383,Watched,10925,4.339
1519,383,Watching,83,4.339
1520,383,To-Watch,2907,4.339
1521,383,Dropped,32,4.339
1522,384,Watched,21067,4.339
1523,384,Watching,2430,4.339
1524,384,To-Watch,12354,4.339
1525,384,Dropped,2482,4.339
1526,385,Watched,557,4.333
1527,385,Watching,65,4.333
1528,385,To-Watch,749,4.333
1529,385,Dropped,6,4.333
1530,386,Watched,4778,4.34
1531,386,Watching,1022,4.34
1532,386,To-Watch,4064,4.34
1533,386,Dropped,292,4.34
1534,387,Watched,21028,4.339
1535,387,Watching,2818,4.339
1536,387,To-Watch,9977,4.339
1537,387,Dropped,1443,4.339
1538,388,Watched,11214,4.338
1539,388,Watching,1128,4.338
1540,388,To-Watch,3691,4.338
1541,388,Dropped,275,4.338
1542,389,Watched,1335,4.338
1543,389,Watching,19,4.338
1544,389,To-Watch,1224,4.338
1545,389,Dropped,12,4.338
1546,390,Watched,40367,4.337
1547,390,Watching,6116,4.337
1548,390,To-Watch,17931,4.337
1549,390,Dropped,3071,4.337
1550,391,Watched,3135,4.337
1551,391,Watching,193,4.337
1552,391,To-Watch,1002,4.337
1553,391,Dropped,23,4.337
1554,392,Watched,14123,4.337
1555,392,Watching,2040,4.337
1556,392,To-Watch,9220,4.337
1557,392,Dropped,1205,4.337
1558,393,Watched,5052,4.337
1559,393,Watching,76,4.337
1560,393,To-Watch,1745,4.337
1561,393,Dropped,25,4.337
1562,394,Watched,125,4.335
1563,394,Watching,6,4.335
1564,394,To-Watch,142,4.335
1565,394,Dropped,4,4.335
1566,395,Watched,34322,4.335
1567,395,Watching,1808,4.335
1568,395,To-Watch,14085,4.335
1569,395,Dropped,1732,4.335
1570,396,Watched,24692,4.335
1571,396,Watching,1320,4.335
1572,396,To-Watch,6580,4.335
1573,396,Dropped,407,4.335
1574,397,Watched,1974,4.335
1575,397,Watching,18,4.335
1576,397,To-Watch,633,4.335
1577,397,Dropped,13,4.335
1578,398,Watched,7644,4.333
1579,398,Watching,590,4.333
1580,398,To-Watch,3807,4.333
1581,398,Dropped,238,4.333
1582,399,Watched,6355,4.332
1583,399,Watching,77,4.332
1584,399,To-Watch,4639,4.332
1585,399,Dropped,61,4.332
1586,400,Watched,3658,4.333
1587,400,Watching,397,4.333
1588,400,To-Watch,2373,4.333
1589,400,Dropped,136,4.333
1590,401,Watching,56,4.332
1591,401,To-Watch,31,4.332
1592,401,Dropped,1,4.332
1593,402,Watched,5845,4.332
1594,402,Watching,240,4.332
1595,402,To-Watch,2691,4.332
1596,402,Dropped,18,4.332
1597,403,Watched,8432,4.332
1598,403,Watching,66,4.332
1599,403,To-Watch,1803,4.332
1600,403,Dropped,23,4.332
1601,404,Watched,11406,4.33
1602,404,Watching,197,4.33
1603,404,To-Watch,1595,4.33
1604,404,Dropped,86,4.33
1605,405,Watched,29424,4.33
1606,405,Watching,238,4.33
1607,405,To-Watch,8704,4.33
1608,405,Dropped,110,4.33
1609,406,Watched,7951,4.33
1610,406,Watching,835,4.33
1611,406,To-Watch,3405,4.33
1612,406,Dropped,132,4.33
1613,407,Watching,307,4.329
1614,407,To-Watch,306,4.329
1615,407,Dropped,8,4.329
1616,408,Watched,30873,4.329
1617,408,Watching,3398,4.329
1618,408,To-Watch,11306,4.329
1619,408,Dropped,1669,4.329
1620,409,Watched,13342,4.329
1621,409,Watching,1351,4.329
1622,409,To-Watch,8926,4.329
1623,409,Dropped,778,4.329
1624,410,Watched,23,4.328
1625,410,Watching,28,4.328
1626,410,To-Watch,64,4.328
1627,410,Dropped,3,4.328
1628,411,Watched,3772,4.327
1629,411,Watching,58,4.327
1630,411,To-Watch,1445,4.327
1631,411,Dropped,13,4.327
1632,412,Watched,1703,4.327
1633,412,Watching,37,4.327
1634,412,To-Watch,857,4.327
1635,412,Dropped,10,4.327
1636,413,Watched,11775,4.325
1637,413,Watching,1136,4.325
1638,413,To-Watch,6565,4.325
1639,413,Dropped,208,4.325
1640,414,Watched,5186,4.325
1641,414,Watching,170,4.325
1642,414,To-Watch,1489,4.325
1643,414,Dropped,37,4.325
1644,415,Watched,7036,4.324
1645,415,Watching,885,4.324
1646,415,To-Watch,9136,4.324
1647,415,Dropped,559,4.324
1648,416,Watched,8081,4.325
1649,416,Watching,111,4.325
1650,416,To-Watch,2637,4.325
1651,416,Dropped,25,4.325
1652,417,Watched,20288,4.324
1653,417,Watching,1586,4.324
1654,417,To-Watch,5453,4.324
1655,417,Dropped,707,4.324
1656,418,Watched,2071,4.319
1657,418,Watching,154,4.319
